,ID,Customer_id,Interaction,UID,zip,Lat,Lng,City,State,Population,County,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,fav_color,Credit_card,Churn,Gender,SeniorCitizen,Contract,Partner,Depend,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,TotalCharge,item1,item2,item3,item4,item5,item6,item7,item8 
6827,6827,W436782,dee74ba9-7f25-4dec-859a-17cec622a4be,0e96235386d3cdab9587d91ada3d05e5,48866,42.99488,-84.37438,Ovid,MI,5026,Clinton,Suburban,America/Detroit,Visual merchandiser,8,45,Regular High School Diploma,Full Time,23806.82,Married,DarkSlateGray,Voyager,Yes,Female,No,Month-to-month,Yes,No,DSL,1,No,No,Yes,Yes,1,Yes,No,Yes,Electronic Check,68.47920385,106.4263719,7224.577168,2,2,3,2,4,2,3,2
6828,6828,Q625380,7d3bd5c9-317a-45e8-bffd-6c1dbd6092d6,240ea25ba6b2a4f2071e90aa2697ecb5,70776,30.26356,-91.08986,Saint Gabriel,LA,6104,Iberville,Urban,America/Chicago,IT consultant,8,69,Bachelor's Degree,Full Time,38201.52,Never Married,Fuchsia,Discover,Yes,Male,No,Month-to-month,Yes,Yes,Fiber Optic,1,Yes,No,No,No,0,No,No,No,Electronic Check,47.42714933,82.18795779,3999.112276,2,3,1,3,3,3,2,3
6829,6829,N55092,e93bef17-4897-49ef-a18f-19943a5cbed7,048f5c034c6a5ad58a2ce3b67bb08c7a,61411,40.40015,-90.50515,Adair,IL,444,McDonough,Suburban,America/Chicago,Quarry manager,4,85,GED or Alternative Credential,Full Time,39395.03,Separated,Gray,American Express,Yes,Male,Yes,One year,No,No,None,1,No,No,No,No,1,No,No,No,Credit Card (automatic),53.02619331,83.00354606,4397.677778,2,1,1,4,3,2,3,2
6830,6830,J357475,9cd85ad7-81c1-417f-a77b-fdb2aa56eea4,7ca04ad134f54cb3495210af108bdf30,49962,46.83132,-88.15185,Skanee,MI,240,Baraga,Suburban,America/Detroit,"Restaurant manager, fast food",4,44,Nursery School to 8th Grade,Full Time,39258.89,Separated,Aqua,JCB 16 digit,Yes,Female,No,Month-to-month,Yes,No,None,1,No,Yes,Yes,No,NA,No,No,Yes,Electronic Check,43.10629004,85.39913016,3651.818838,3,3,2,3,3,3,2,2
6831,6831,D234125,b93f8c83-1f31-4788-b555-b4e7d5678848,9a338230dee90aa67d7251a5d4064431,84731,38.27526,-112.85381,Greenville,UT,225,Beaver,Urban,America/Denver,Textile designer,1,59,Regular High School Diploma,Retired,53178.73,Never Married,SeaShell,JCB 15 digit,Yes,Female,Yes,Month-to-month,Yes,No,None,1,Yes,No,No,No,0,No,Yes,Yes,Bank Transfer(automatic),63.62938444,88.61367467,5617.795165,3,3,3,3,2,3,3,4
6832,6832,X363280,3c597bf9-5d6f-4cd0-ab03-0da842d4fa25,c1bba2c7c091da103ff774a0b71eb7fb,8329,39.27732,-75.00191,Mauricetown,NJ,248,Cumberland,Suburban,America/New_York,Chief Technology Officer,1,45,Nursery School to 8th Grade,Full Time,16408.1,Never Married,SlateGray,JCB 16 digit,Yes,Male,No,Month-to-month,No,No,None,0,No,No,No,No,0,Yes,Yes,Yes,Mailed Check,62.21509417,89.69360957,5539.069212,1,1,2,3,2,1,1,2
6833,6833,D994268,d919dedb-5ca5-47a1-9643-101edbd410be,ff9ff30baf6144e7f1dcd0f820041d24,12433,42.00337,-74.15849,Glenford,NY,549,Ulster,Rural,America/New_York,Archivist,0,30,Bachelor's Degree,Full Time,12805.5,Widowed,Green,Voyager,Yes,Male,No,One year,Yes,Yes,DSL,0,Yes,No,No,No,0,No,No,No,Bank Transfer(automatic),57.22066894,95.59639096,5404.085411,0,0,2,2,5,0,1,0
6834,6834,M674905,ea9eddaf-a501-4d93-b4b5-3cb4847bf16e,844ad87533b06b2ddb097509203a6254,33470,26.72709,-80.32037,Loxahatchee,FL,26384,Palm Beach,Rural,America/New_York,"Secretary, company",6,30,Associate's Degree,Unemployed,46853.34,Widowed,Indigo,JCB 16 digit,Yes,Male,No,Two Year,Yes,No,DSL,1,No,Yes,No,No,0,Yes,No,Yes,Mailed Check,48.37464145,100.5205066,4854.004966,2,3,4,1,3,0,2,2
6835,6835,I385226,5d427390-13ee-4278-9adc-0dfdd6cd976f,06daae6ed2ab9705705aa99f1231590f,23066,37.4987,-76.28601,Gwynn,VA,133,Mathews,Urban,America/New_York,Air traffic controller,2,47,"Some College, 1 or More Years, No Degree",Student,30348.71,Married,Silver,JCB 16 digit,Yes,Male,No,Two Year,Yes,No,DSL,1,Yes,Yes,Yes,Yes,0,Yes,No,No,Bank Transfer(automatic),62.56640355,107.4544449,6694.650777,2,3,4,3,0,4,4,4
6836,6836,T18661,b86d73d9-dfd1-4e82-ba6f-a1fc131503a0,f56100295f18a216e6edafdc1f82b924,38341,35.8798,-88.09095,Holladay,TN,2513,Benton,Suburban,America/Chicago,"Psychologist, forensic",1,56,"9th Grade to 12th Grade, No Diploma",Full Time,28133.41,Widowed,BlueViolet,VISA 16 digit,Yes,Female,No,Month-to-month,Yes,No,Fiber Optic,1,No,No,Yes,Yes,0,No,Yes,Yes,Electronic Check,64.92992541,90.51199687,5813.260759,2,2,2,2,1,2,2,1
6837,6837,A131826,f1fbdaf0-d47a-4c50-925f-102d47ab8ee9,47da15e774b970b7e525d9a22c54b6be,15677,40.14313,-79.23733,Rector,PA,375,Westmoreland,Rural,America/New_York,"Surveyor, mining",4,19,Regular High School Diploma,Full Time,7004.27,Widowed,PaleGreen,Discover,Yes,Male,No,Month-to-month,Yes,Yes,None,1,Yes,No,No,No,1,Yes,No,No,Mailed Check,45.16031962,90.36473374,4003.886134,3,2,3,3,3,3,3,3
6838,6838,L820987,c384479c-add0-4898-b268-a68091e6e8bb,a05e33cac6e71b004f24459b08d97a63,67650,39.37345,-100.10624,Morland,KS,147,Graham,Urban,America/Chicago,Theatre stage manager,2,51,"Some College, 1 or More Years, No Degree",Student,15219.61,Separated,LightPink,JCB 16 digit,Yes,Male,Yes,Month-to-month,No,Yes,None,0,No,No,No,Yes,1,Yes,Yes,No,Mailed Check,60.64795492,93.26128687,5726.118247,3,3,2,3,1,2,1,2
6839,6839,W337859,b3391e36-6e18-4b2b-bfe6-68a3c18cb113,66fefee34e68e59cb3b6deb51c9183de,82801,44.84451,-106.83969,Sheridan,WY,25537,Sheridan,Urban,America/Denver,Audiological scientist,3,43,"Some College, Less than 1 Year",Full Time,21385.36,Widowed,MediumPurple,American Express,Yes,Male,No,Month-to-month,No,No,None,1,Yes,Yes,No,Yes,1,No,Yes,Yes,Credit Card (automatic),NA,94.94796925,6262.094573,2,2,2,5,0,2,3,2
6840,6840,D564142,91ad39b3-bacf-4e40-b86b-96946506896b,85cf2be61edf1c2a610f997cc4a15b03,80435,39.60145,-105.92428,Dillon,CO,7561,Summit,Urban,America/Denver,Ranger/warden,1,81,"Some College, 1 or More Years, No Degree",Full Time,14621.95,Married,Maroon,Voyager,Yes,Male,No,Month-to-month,No,No,None,1,No,No,No,No,1,No,No,Yes,Electronic Check,67.67500274,82.64301924,5571.459245,1,2,2,4,1,4,1,2
6841,6841,K888112,b4b738d9-9a95-4b00-bf4f-9fcd91a06921,cd0d412d619226e042468d197ccd78fe,41557,37.48553,-82.41806,Raccoon,KY,1594,Pike,Suburban,America/New_York,Medical technical officer,2,28,"Some College, 1 or More Years, No Degree",Unemployed,57592.69,Divorced,Tan,Diners Club / Carte Blanche,Yes,Male,No,Month-to-month,No,Yes,Fiber Optic,1,No,Yes,Yes,No,NA,Yes,No,Yes,Mailed Check,45.8902792,93.44910724,4333.157752,3,3,4,2,1,4,3,4
6842,6842,I257652,a1322fd6-6c5e-482d-b66b-e6377aec03dd,9f99d7d2dc16d418f170fe1ca1db1a02,29742,34.86973,-81.38167,Sharon,SC,2599,York,Urban,America/New_York,"Therapist, sports",0,62,Regular High School Diploma,Unemployed,27829.66,Never Married,Thistle,Maestro,Yes,Male,No,Month-to-month,Yes,No,DSL,0,No,No,Yes,No,0,No,No,Yes,Electronic Check,68.53196356,94.53527353,6409.107607,3,3,3,3,1,3,3,3
6843,6843,N90031,2b8cc4d6-a304-4b7a-8006-9163b80ca449,0b99ef97b6299724cae697141e91417d,96055,40.08519,-122.03561,Los Molinos,CA,3914,Tehama,Suburban,America/Los_Angeles,Chief Marketing Officer,2,81,Master's Degree,Full Time,21954.64,Divorced,MediumPurple,American Express,Yes,Male,Yes,Month-to-month,No,Yes,None,1,Yes,No,Yes,No,0,No,No,No,Bank Transfer(automatic),56.32449606,86.25916036,4873.220073,2,2,2,4,2,3,3,3
6844,6844,C252636,553198a3-c545-4b08-92df-1051b5adab79,6cfe9d1addf90deeeea4cdf554b38b34,53214,43.02079,-88.01466,Milwaukee,WI,35460,Milwaukee,Suburban,America/Chicago,"Restaurant manager, fast food",3,46,Bachelor's Degree,Full Time,13615.35,Divorced,Wheat,VISA 16 digit,Yes,Male,No,Month-to-month,Yes,No,DSL,1,No,No,Yes,No,0,No,Yes,Yes,Electronic Check,71.3956389,99.93204302,7219.429775,3,2,2,3,2,4,3,4
6845,6845,E587771,a3a623ed-5d65-4598-a98f-8e424f3d0575,53acb48563d821f240b0c536dd583234,32220,30.35044,-81.86666,Jacksonville,FL,13179,Duval,Suburban,America/New_York,Computer games developer,0,41,GED or Alternative Credential,Full Time,24554.46,Married,GoldenRod,VISA 16 digit,Yes,Male,Yes,Month-to-month,No,No,Fiber Optic,0,No,Yes,No,No,0,No,Yes,No,Electronic Check,NA,86.92443516,5737.489135,4,4,3,3,2,2,3,1
6846,6846,V559269,3a2e963a-c991-4f29-bc3d-e66329b51527,d1b0d3327f6750c4a9e91e4b30b8772f,67028,37.45984,-98.93651,Coats,KS,391,Pratt,Rural,America/Chicago,Social researcher,4,71,Regular High School Diploma,Retired,17568.36,Never Married,MediumSeaGreen,JCB 16 digit,No,Female,Yes,Month-to-month,No,Yes,Fiber Optic,0,Yes,No,No,Yes,0,Yes,Yes,No,Mailed Check,58.51393468,92.72578188,5609.768965,4,2,4,2,3,1,1,2
6847,6847,W440888,f9981302-59b6-42e5-9551-8c60fe9b106d,ad95024cdee4ff724d855acc7b584c78,59542,48.78746,-108.37609,Turner,MT,155,Blaine,Urban,America/Denver,Radio broadcast assistant,2,39,Bachelor's Degree,Full Time,21868.23,Divorced,MediumOrchid,Discover,Yes,Male,No,Month-to-month,No,No,None,1,No,No,Yes,No,1,Yes,Yes,No,Electronic Check,57.72931871,93.91599987,5434.752076,1,1,0,4,3,2,1,4
6848,6848,W531294,a362a8a2-c5d7-43bd-a28b-e6acad39d128,42d9bfe72b555863bf91c0a1e83ac9a1,30662,34.26569,-83.14788,Royston,GA,9077,Madison,Suburban,America/New_York,"Designer, jewellery",0,45,"Some College, 1 or More Years, No Degree",Full Time,18650.33,Separated,DodgerBlue,Discover,Yes,Female,No,Month-to-month,No,No,Fiber Optic,1,No,Yes,No,No,0,Yes,No,No,Bank Transfer(automatic),65.01129867,87.02181696,5706.379319,2,2,3,3,1,3,3,2
6849,6849,O508292,e3365f3a-5043-49e0-8b2b-a3cec48c5faf,1a07a86e4a6b806d9b060d5501a14a7e,47441,39.04328,-87.16595,Linton,IN,9421,Greene,Suburban,America/Indiana/Indianapolis,Archivist,3,23,Regular High School Diploma,Full Time,24193.14,Separated,Ivory,American Express,Yes,Male,No,Two Year,Yes,No,Fiber Optic,1,No,No,No,No,0,Yes,No,No,Credit Card (automatic),52.17722243,121.257996,4436.786644,3,3,3,2,3,2,2,3
6850,6850,M138012,e612ad0b-8817-4953-8efe-c113cd716f23,8059768bad4452d897107411394f708c,26543,39.66536,-80.0023,Osage,WV,291,Monongalia,Suburban,America/New_York,"Scientist, marine",3,76,"Some College, 1 or More Years, No Degree",Retired,46895.01,Separated,Snow,JCB 15 digit,Yes,Male,No,Month-to-month,Yes,No,Fiber Optic,NA,Yes,Yes,No,No,0,No,Yes,No,Electronic Check,50.60483777,90.69679054,4537.581386,5,4,4,2,4,4,3,4
6851,6851,H994034,2ffc6f93-073a-4747-afa6-c743960d9e31,82f7cc00366341a925e07f44a120bc35,78802,29.15502,-99.88182,Uvalde,TX,251,Uvalde,Suburban,America/Chicago,Social worker,3,59,"Some College, Less than 1 Year",Unemployed,57263.34,Widowed,LightBlue,Maestro,Yes,Female,No,Month-to-month,No,No,Fiber Optic,1,Yes,No,No,Yes,0,Yes,No,No,Bank Transfer(automatic),61.18991281,89.88905822,5563.110824,3,2,3,1,2,2,3,4
6852,6852,W302169,ea3a3922-cf32-4adf-8dd1-2c1609497058,f8df1caf99745cf16631cdc96538e618,61041,42.27611,-90.30158,Hanover,IL,959,Jo Daviess,Rural,America/Chicago,Tax inspector,3,22,Bachelor's Degree,Full Time,47498.08,Widowed,Crimson,JCB 15 digit,Yes,Male,No,Month-to-month,Yes,Yes,DSL,1,Yes,Yes,No,No,1,Yes,No,No,Bank Transfer(automatic),51.41461292,105.2174246,5518.576365,3,4,2,4,2,3,2,4
6853,6853,R249864,af91dc3e-942d-409a-8ca0-c05da8c78bee,c85e324611c68287c65aa903b4c1a7f6,13739,42.36614,-74.79281,Bloomville,NY,796,Delaware,Suburban,America/New_York,Medical technical officer,1,57,"Some College, 1 or More Years, No Degree",Part Time,22369.71,Never Married,Olive,Maestro,Yes,Male,No,Two Year,No,No,Fiber Optic,1,No,No,No,No,0,Yes,Yes,Yes,Bank Transfer(automatic),70.62715697,90.11148477,6413.745357,4,2,1,2,3,3,2,1
6854,6854,G528920,45a9a444-bc3e-47f9-8649-a496182bda25,816d1a695e06cff3e2037f381f696b12,53581,43.37272,-90.41141,Richland Center,WI,10131,Richland,Urban,America/Chicago,Video editor,0,53,"Some College, 1 or More Years, No Degree",Full Time,40827.39,Widowed,DarkSlateBlue,JCB 16 digit,Yes,Female,Yes,Month-to-month,Yes,No,Fiber Optic,NA,Yes,Yes,Yes,No,0,No,Yes,Yes,Electronic Check,61.86502055,94.22267258,5699.17111,4,4,2,4,3,4,2,4
6855,6855,S465947,006a5e32-eeed-431c-9d1b-0f198da1d5df,5110bc17776b21abf8c4dadc3687338c,33523,28.42469,-82.21841,Dade City,FL,18387,Pasco,Rural,America/New_York,"Radiographer, diagnostic",2,43,Associate's Degree,Full Time,24442.31,Married,Violet,Maestro,Yes,Male,No,Month-to-month,Yes,No,Fiber Optic,1,No,No,No,Yes,0,No,Yes,Yes,Electronic Check,68.16632087,88.21372405,5884.727762,2,1,2,1,5,2,1,1
6856,6856,M216559,b4a05e42-a8ad-4b79-9b07-6ac92272caee,1b744868ebba87a865f82f22ddaa2321,78073,29.24486,-98.61955,Von Ormy,TX,8893,Bexar,Suburban,America/Chicago,"Designer, jewellery",2,88,"9th Grade to 12th Grade, No Diploma",Full Time,25363.27,Separated,IndianRed,VISA 16 digit,Yes,Female,No,Month-to-month,No,Yes,DSL,NA,No,Yes,No,No,0,Yes,Yes,No,Electronic Check,64.18444719,105.6998149,6639.620826,1,3,2,4,3,2,4,1
6857,6857,Y779119,fe113dad-ae75-4df0-a3f0-0bb72b228cac,ee18a0855e95c6ebe4af262a34ae8025,79606,32.36095,-99.82696,Abilene,TX,25290,Taylor,Suburban,America/Chicago,Leisure centre manager,2,50,Master's Degree,Unemployed,52064.49,Married,DarkOrange,Diners Club / Carte Blanche,Yes,Male,Yes,Two Year,No,No,Fiber Optic,1,No,No,Yes,No,1,Yes,No,No,Mailed Check,58.22037238,91.81635972,5235.326518,4,4,3,1,2,3,3,1
6858,6858,U202709,111d7b70-a59b-4956-b200-aa44dbde1bca,1ef9301462c5af6a963087c515e28880,18821,41.98654,-75.73634,Great Bend,PA,1311,Susquehanna,Suburban,America/New_York,Lexicographer,10,30,Master's Degree,Full Time,57563.23,Widowed,Yellow,VISA 16 digit,No,Male,No,Month-to-month,Yes,No,Fiber Optic,1,No,No,No,No,0,No,Yes,No,Electronic Check,59.00300042,83.99075985,5068.306406,3,1,2,1,3,1,2,3
6859,6859,S890631,12d52116-b93c-486c-97e8-0c44d4abc428,8837666b356c6be47d4e4f7015206c41,94904,37.94521,-122.56267,Greenbrae,CA,12590,Marin,Rural,America/Los_Angeles,IT trainer,2,87,Regular High School Diploma,Full Time,147512.39,Divorced,LightCyan,American Express,Yes,Male,Yes,Two Year,Yes,No,None,0,No,No,Yes,Yes,0,Yes,Yes,Yes,Credit Card (automatic),59.4284774,94.5707214,5605.851936,1,1,1,3,2,2,2,2
6860,6860,S54109,37742b8b-4ecb-49b2-ad2a-2126bf17bdc8,85722f9a62ed64c9736a1fd53e452b43,53548,42.68537,-89.12872,Janesville,WI,18074,Rock,Suburban,America/Chicago,"Radiographer, therapeutic",0,48,"Some College, 1 or More Years, No Degree",Part Time,12641.63,Married,LightCoral,American Express,Yes,Female,No,Two Year,Yes,Yes,DSL,1,Yes,Yes,No,Yes,0,No,Yes,Yes,Credit Card (automatic),52.13447712,104.5218276,5492.679403,2,2,2,3,2,3,0,2
6861,6861,K950044,458465b2-ab05-4ce6-ba7f-ce9bf00cd6d9,18abd13faafed91e7a824a3b66fb2961,12574,41.91773,-73.94563,Rhinecliff,NY,405,Dutchess,Rural,America/New_York,Lawyer,3,88,Nursery School to 8th Grade,Full Time,51606.42,Married,DarkTurquoise,VISA 16 digit,Yes,Female,No,Month-to-month,No,Yes,None,1,No,No,Yes,No,1,No,Yes,Yes,Mailed Check,51.77962726,89.47085821,4621.62682,2,2,2,1,3,1,3,3
6862,6862,V492997,98ce3e2b-0663-4f0a-a50e-debda121beb7,180de1047213e5471d278b0085b99157,11436,40.67577,-73.79672,Jamaica,NY,20077,Queens,Urban,America/New_York,"Presenter, broadcasting",0,84,Associate's Degree,Full Time,6391.07,Never Married,DimGray,Voyager,No,Female,No,Month-to-month,Yes,No,Fiber Optic,NA,No,No,No,No,0,No,Yes,Yes,Electronic Check,38.65509495,83.82062046,3326.896868,4,4,3,0,3,3,4,4
6863,6863,F345391,5371a3df-db6c-489a-8bd0-d34cd8f40f90,ad78ef330c1e53c7b288c5331fc65156,37888,36.31023,-83.61133,Washburn,TN,3290,Grainger,Urban,America/New_York,Secretary/administrator,3,46,Bachelor's Degree,Unemployed,47964.44,Married,Gainsboro,Diners Club / Carte Blanche,Yes,Male,No,Two Year,No,No,DSL,0,Yes,No,Yes,No,1,Yes,No,No,Mailed Check,50.87986743,106.683125,5230.424645,2,2,2,1,2,2,2,4
6864,6864,D886128,09a0c87a-a2ab-44ba-a594-6d9c8855333d,b2322e98d900ad22d59e384ec58dd2f8,18068,40.48483,-75.52003,Old Zionsville,PA,0,Lehigh,Urban,America/New_York,"Scientist, forensic",3,70,"Some College, Less than 1 Year",Student,23012.48,Widowed,Lime,Voyager,Yes,Male,No,Month-to-month,No,No,DSL,1,Yes,No,No,No,0,Yes,No,No,Bank Transfer(automatic),NA,133.5253339,6492.684948,3,2,3,4,2,0,2,2
6865,6865,C431268,827b925d-222c-457f-ba63-b06fec924ef8,f21507d576487884638dbd259e896384,38332,35.41912,-88.42645,Enville,TN,1097,Chester,Urban,America/Chicago,Restaurant manager,2,41,Regular High School Diploma,Unemployed,14666.21,Divorced,RoyalBlue,JCB 16 digit,Yes,Male,No,One year,Yes,Yes,Fiber Optic,1,No,Yes,No,No,0,Yes,No,No,Electronic Check,61.13547195,87.35902025,5430.270122,2,1,2,2,2,2,1,4
6866,6866,D831320,9b11d6f0-25ba-427d-924d-3a59714e8ab8,b2b19f6446687f48a39701559a2add66,24090,37.52293,-79.88823,Fincastle,VA,4934,Botetourt,Rural,America/New_York,Human resources officer,1,31,"Some College, 1 or More Years, No Degree",Full Time,39948.19,Separated,MintCream,JCB 15 digit,Yes,Female,No,Month-to-month,Yes,Yes,Fiber Optic,1,Yes,No,Yes,No,1,No,Yes,No,Credit Card (automatic),68.3606251,92.93478263,6305.151333,1,1,2,3,1,1,2,2
6867,6867,D548131,bbf4e264-aa8a-40e9-8405-e5191b08bc11,5594fb4c4541143057f770b1bd56d629,47326,40.54565,-84.9661,Bryant,IN,2277,Jay,Rural,America/Indiana/Indianapolis,"Engineer, building services",1,35,GED or Alternative Credential,Part Time,53998.27,Widowed,DarkKhaki,JCB 15 digit,Yes,Female,No,One year,Yes,Yes,Fiber Optic,1,No,Yes,No,Yes,0,Yes,No,Yes,Credit Card (automatic),65.55327117,90.87838528,5883.924528,3,3,3,3,2,2,3,4
6868,6868,A638022,add55608-3fdd-418e-bd2e-9ccbf6466002,a89d1a033f844ae1651785bfd6187521,70601,30.22625,-93.2158,Lake Charles,LA,32201,Calcasieu,Rural,America/Chicago,"Surveyor, mining",0,47,Regular High School Diploma,Retired,46690.06,Never Married,AliceBlue,Discover,Yes,Male,No,Month-to-month,No,No,Fiber Optic,1,Yes,No,Yes,Yes,1,No,No,Yes,Bank Transfer(automatic),71.30089996,89.25292619,6407.678089,1,1,2,4,2,2,3,1
6869,6869,Q455677,3e2e7737-3083-4bd7-bd73-9f9b6297734b,ce8e9551a3d54118c08918bfd9e7dadf,58064,47.15066,-97.61586,Page,ND,548,Cass,Suburban,America/Chicago,Community development worker,2,55,Bachelor's Degree,Student,19443.16,Divorced,DarkViolet,Diners Club / Carte Blanche,Yes,Male,Yes,Month-to-month,No,Yes,Fiber Optic,1,Yes,Yes,No,Yes,1,No,Yes,Yes,Electronic Check,50.07212579,93.29953016,4720.256222,1,1,3,3,2,1,1,2
6870,6870,H199029,3a937e34-fc5a-4ebd-9823-74a3a86f7f8f,df0518af86d2beef2cec7d105e6389e6,71660,33.76074,-92.18746,New Edinburg,AR,884,Cleveland,Suburban,America/Chicago,Industrial buyer,1,36,"Some College, 1 or More Years, No Degree",Student,46312.89,Divorced,NavajoWhite,JCB 16 digit,Yes,Male,No,Two Year,Yes,Yes,DSL,1,No,No,No,Yes,1,No,Yes,No,Electronic Check,56.35944753,103.5384653,5834.90652,2,2,3,4,2,2,3,2
6871,6871,E568576,24eb9450-4094-4553-b4a8-72320c07ba16,87814594986d308b258aeb9607bf98fc,59929,47.92379,-114.36434,Proctor,MT,257,Lake,Urban,America/Denver,Industrial buyer,3,53,Regular High School Diploma,Full Time,21999.17,Widowed,Peru,JCB 16 digit,Yes,Male,Yes,Two Year,Yes,No,Fiber Optic,1,Yes,No,Yes,No,0,Yes,Yes,No,Mailed Check,60.42123005,95.18224603,5791.646504,0,1,0,3,3,3,2,2
6872,6872,X813396,2a6204c2-db72-4bbf-9644-41fc80fbeed5,e73f3dc0dada034c0aab49faca919667,97910,42.73826,-117.50534,Jordan Valley,OR,589,Malheur,Suburban,America/Boise,Advertising account executive,4,50,"Some College, 1 or More Years, No Degree",Unemployed,28872.59,Widowed,DarkOrchid,Maestro,Yes,Female,No,Month-to-month,No,No,DSL,1,Yes,Yes,Yes,No,1,No,Yes,No,Mailed Check,62.99218342,141.8618143,6831.742121,3,3,2,5,1,3,3,1
6873,6873,Z938852,f20c6680-fba9-4a9a-b304-b524617b9ec8,828639e8dfe0a473160a738ff663182e,65662,37.44022,-92.57738,Grovespring,MO,1318,Wright,Rural,America/Chicago,"Nurse, children's",4,26,"Some College, 1 or More Years, No Degree",Full Time,93901.66,Never Married,OrangeRed,VISA 16 digit,No,Female,Yes,Month-to-month,No,Yes,Fiber Optic,1,Yes,Yes,Yes,No,NA,Yes,Yes,Yes,Electronic Check,69.13848374,98.14073137,6658.139395,1,0,3,3,2,1,3,1
6874,6874,K825853,2008cd4a-50f6-4493-8479-c76b0c5f5d4e,34eaddb5ce9abb96042bbb1ad01abcb0,96759,21.46741,-158.07241,Kunia,HI,360,Honolulu,Suburban,Pacific/Honolulu,"Development worker, international aid",1,85,"Some College, 1 or More Years, No Degree",Full Time,77030.74,Widowed,FloralWhite,VISA 16 digit,Yes,Male,No,Month-to-month,Yes,No,DSL,1,Yes,No,Yes,No,1,No,No,Yes,Bank Transfer(automatic),NA,98.19008599,6902.375871,2,1,1,2,5,1,2,1
6875,6875,Q598691,8d1ebce2-23ec-46eb-a99f-b30c450fcbc2,43acb16de03ba7a4698896e57de3f47c,67526,38.33481,-98.55291,Ellinwood,KS,3101,Barton,Suburban,America/Chicago,Legal secretary,0,22,"Some College, 1 or More Years, No Degree",Part Time,63412.26,Widowed,LightCoral,VISA 16 digit,Yes,Female,No,Month-to-month,No,No,Fiber Optic,1,Yes,No,No,No,1,Yes,No,Yes,Credit Card (automatic),59.68190021,89.66697716,5344.329895,1,1,2,3,2,3,3,3
6876,6876,V422642,dac8bc4f-891a-444c-94da-08beb986621b,18d9de23a3a6ed2b232dab4ea3b0afa0,2894,41.44727,-71.70055,Wood River Junction,RI,674,Washington,Urban,America/New_York,Housing manager/officer,0,53,"9th Grade to 12th Grade, No Diploma",Unemployed,17315.12,Separated,DarkGreen,JCB 16 digit,Yes,Female,No,Month-to-month,No,Yes,DSL,1,Yes,Yes,Yes,Yes,0,No,No,Yes,Electronic Check,57.53309757,104.3881114,5895.137074,2,3,3,2,3,1,2,3
6877,6877,G277541,fda0a91d-1787-45fb-9d72-2c871618a576,d2e6c5cee3221175d3947605ec00333b,17261,39.86091,-77.50818,South Mountain,PA,284,Franklin,Rural,America/New_York,"Development worker, community",1,64,"Some College, 1 or More Years, No Degree",Full Time,5690.97,Widowed,Salmon,VISA 16 digit,No,Female,No,Two Year,Yes,Yes,Fiber Optic,1,Yes,No,Yes,Yes,0,No,Yes,Yes,Credit Card (automatic),58.19534654,91.46632124,5423.088911,3,3,2,1,3,3,2,3
6878,6878,F174775,e1851fb1-a902-4942-a3e3-a6e5564e38bd,3bd0fea908ab06db981e44b82d131ec2,80517,40.40027,-105.61164,Estes Park,CO,10012,Larimer,Rural,America/Denver,Arts administrator,8,78,"9th Grade to 12th Grade, No Diploma",Full Time,8929.3,Married,DarkRed,JCB 16 digit,Yes,Female,No,Month-to-month,No,No,DSL,1,No,No,No,No,0,No,No,Yes,Mailed Check,71.81156504,92.64293066,6633.316143,3,3,2,2,3,2,1,2
6879,6879,R456927,60994f39-cac7-4cf5-a426-e7d07905e2e1,370dbc42dd56e856849cd872d0c12451,1810,42.64655,-71.16505,Andover,MA,35609,Essex,Suburban,America/New_York,Exercise physiologist,4,56,"Some College, 1 or More Years, No Degree",Full Time,37556.24,Never Married,Green,JCB 16 digit,Yes,Female,No,Month-to-month,Yes,No,Fiber Optic,1,Yes,Yes,Yes,Yes,1,Yes,Yes,Yes,Electronic Check,69.38285279,103.2809756,7168.30173,2,2,1,3,1,4,2,1
6880,6880,W780451,a4149ed1-85f9-4da3-b6ea-07149ddc31a5,5a518a359917531e6a26cad296910eb3,38401,35.62902,-87.02062,Columbia,TN,59009,Maury,Rural,America/Chicago,"Designer, exhibition/display",1,24,Bachelor's Degree,Full Time,49715.66,Divorced,DarkKhaki,Voyager,Yes,Female,No,Two Year,No,No,DSL,NA,Yes,No,Yes,Yes,0,Yes,No,Yes,Bank Transfer(automatic),42.72758718,104.6239344,4517.868928,4,3,4,1,2,3,2,3
6881,6881,L60718,648bf424-c885-41a8-9d30-d01a9793350a,47a2ebcda2c2e62103e627e10a40d49b,59721,45.88026,-111.83655,Cardwell,MT,502,Madison,Rural,America/Denver,"Designer, textile",0,70,Regular High School Diploma,Student,25267.71,Widowed,LavenderBlush,Diners Club / Carte Blanche,No,Female,No,Month-to-month,Yes,Yes,Fiber Optic,1,Yes,No,No,Yes,0,No,No,Yes,Credit Card (automatic),59.78343226,84.02143496,5120.1991,3,3,3,3,3,3,3,2
